cntry,polintr,trstplt,vote,clsprty,gndr,yrbrn,eduyrs
IT,3,5,3,2,1,2003,13
IT,2,5,3,1,1,2002,14
IT,3,3,1,2,2,1976,8
IT,3,0,2,2,1,1938,5
IT,1,6,1,1,2,1968,24
IT,2,4,3,1,2,1999,16
IT,3,5,1,2,2,1969,16
IT,4,0,1,2,1,1959,8
IT,3,2,1,2,2,1938,16
IT,3,0,1,1,2,1992,13
IT,2,3,1,1,1,1960,13
IT,4,3,1,2,2,1987,16
IT,4,1,2,2,1,1955,15
IT,4,3,1,2,2,1966,11
IT,3,1,3,2,1,1991,15
IT,3,6,1,2,1,1947,8
IT,3,2,1,2,2,1988,11
IT,4,0,2,2,2,1963,12
IT,1,6,1,1,2,1955,15
IT,4,0,1,2,2,1968,8
IT,3,4,3,2,2,2003,12
IT,3,3,1,2,1,1985,15
IT,3,0,3,2,2,1974,15
IT,3,6,1,2,1,1997,10
IT,4,3,2,2,2,1994,14
IT,3,3,1,2,1,1954,13
IT,1,3,1,2,1,1997,22
IT,3,5,2,2,2,1932,4
IT,1,0,1,1,1,1972,18
IT,3,6,3,2,1,2001,88
IT,1,5,3,1,1,1961,23
IT,3,0,2,1,2,7777,13
IT,2,5,1,2,2,1989,19
IT,4,0,1,2,1,1973,8
IT,3,3,2,2,2,1945,8
IT,4,6,1,2,2,1937,3
IT,2,4,1,2,1,1977,13
IT,3,0,1,2,2,1982,13
IT,3,6,1,2,2,1969,13
IT,3,2,1,2,2,1988,13
IT,3,0,8,2,2,1972,16
IT,4,0,2,2,2,1948,12
IT,4,0,2,2,2,1949,8
IT,3,0,2,2,2,1964,11
IT,3,4,2,2,2,1966,19
IT,3,0,1,2,2,1996,13
IT,3,0,2,1,2,1955,10
IT,1,0,1,1,2,1966,8
IT,2,1,1,2,1,1994,16
IT,3,3,2,8,2,1980,13
IT,3,5,2,2,2,2002,13
IT,3,7,1,1,2,1953,9
IT,3,6,1,2,2,1947,88
IT,3,5,3,2,1,1994,7
IT,3,0,1,1,2,2002,13
IT,4,0,2,2,2,1998,14
IT,2,5,1,2,2,1960,11
IT,2,3,1,1,1,1987,13
IT,1,5,1,1,1,1954,13
IT,2,4,1,1,1,1962,13
IT,3,1,1,1,2,1939,5
IT,2,2,1,2,2,1956,12
IT,3,3,1,1,1,1965,11
IT,3,5,1,1,1,1970,11
IT,3,2,2,2,2,1932,0
IT,3,6,2,2,2,1947,8
IT,4,4,2,2,2,1958,8
IT,4,0,1,2,2,1961,13
IT,4,0,2,2,2,1967,8
IT,2,7,1,1,1,1935,13
IT,2,4,7,1,2,1945,13
IT,3,3,1,1,1,1994,20
IT,3,5,1,2,1,1989,18
IT,4,1,2,2,2,1955,5
IT,4,0,2,2,2,1962,13
IT,2,6,1,2,2,1982,13
IT,2,4,1,2,1,1963,13
IT,3,4,1,1,2,1970,22
IT,2,2,1,1,1,1971,13
IT,3,6,1,1,1,1973,14
IT,2,6,1,1,1,1982,13
IT,3,4,1,2,2,1951,5
IT,2,0,1,1,2,1955,15
IT,3,0,1,2,2,1992,13
IT,2,2,3,2,1,1999,16
IT,1,0,1,1,2,1955,13
IT,3,3,2,2,1,1966,15
IT,3,5,1,1,2,1968,13
IT,3,6,1,1,2,1976,13
IT,2,5,1,2,1,1999,77
IT,2,0,1,1,2,1942,8
IT,3,3,1,2,1,1956,8
IT,3,0,1,1,1,1943,8
IT,3,1,1,1,1,1987,13
IT,1,5,1,2,2,1996,18
IT,4,3,8,2,2,1965,15
IT,4,0,1,2,2,1974,8
IT,3,1,1,2,2,1971,15
IT,2,4,1,1,2,1970,13
IT,3,4,1,2,1,1984,13
IT,3,2,2,2,2,1938,5
IT,4,1,2,2,2,1997,16
IT,4,2,2,2,1,1989,12
IT,2,5,2,1,2,1974,14
IT,4,2,1,2,1,1933,5
IT,2,5,1,2,1,1950,13
IT,4,2,1,2,2,1981,18
IT,4,7,3,8,2,2004,11
IT,3,6,1,8,2,1976,18
IT,3,2,1,1,2,1967,14
IT,3,5,1,1,2,2001,13
IT,3,3,1,2,1,1987,12
IT,4,0,2,2,1,1952,5
IT,3,3,1,8,2,1980,8
IT,3,4,1,2,2,1962,77
IT,2,5,1,1,2,1961,13
IT,3,4,7,2,2,1963,17
IT,4,5,2,2,1,1958,13
IT,3,6,1,2,2,1980,13
IT,4,1,1,2,2,1986,16
IT,3,5,1,2,1,1967,12
IT,3,4,1,1,1,1980,11
IT,3,0,1,2,2,1984,15
IT,4,0,1,2,1,1971,13
IT,3,6,1,2,1,1978,25
IT,1,3,1,1,2,1955,21
IT,4,0,3,1,2,1986,8
IT,3,3,1,1,2,1996,18
IT,3,1,1,2,1,1979,12
IT,3,3,2,2,1,1959,8
IT,3,2,1,2,1,1959,5
IT,3,0,1,2,2,1961,13
IT,3,5,1,7,2,8888,88
IT,3,1,1,2,1,1965,13
IT,3,8,1,2,2,1945,7
IT,2,5,1,1,2,1986,13
IT,2,6,1,1,1,1980,15
IT,4,2,2,2,1,1956,9
IT,4,0,2,2,2,1940,8
IT,2,4,1,2,2,1968,18
IT,2,5,1,2,1,1950,15
IT,2,6,3,2,1,2003,12
IT,2,3,3,2,1,1964,8
IT,2,4,2,1,1,1969,14
IT,3,1,3,2,1,2006,15
IT,3,5,1,2,2,1955,9
IT,3,3,1,1,1,1946,13
IT,4,0,3,2,1,1966,88
IT,3,5,1,1,2,1986,15
IT,2,5,1,1,1,1956,11
IT,3,4,1,2,1,1971,13
IT,4,0,1,2,1,1980,13
IT,3,0,1,2,1,1959,8
IT,3,3,1,2,1,1969,13
IT,3,2,1,2,1,1978,8
IT,3,5,2,1,2,1997,16
IT,3,4,3,2,1,2003,13
IT,3,2,1,2,2,1971,13
IT,4,1,1,2,2,1965,9
IT,4,88,3,2,1,1990,77
IT,3,4,1,1,2,1938,5
IT,2,2,1,2,1,1981,11
IT,4,3,3,2,2,2004,12
IT,4,0,2,2,2,1939,5
IT,2,0,1,2,2,1985,20
IT,3,3,1,2,2,1974,5
IT,3,4,1,1,2,1944,12
IT,4,0,2,2,2,2000,13
IT,2,7,1,1,1,1935,20
IT,4,0,2,2,2,1991,9
IT,4,3,1,2,2,1961,13
IT,1,5,1,2,2,1956,17
IT,3,4,1,2,1,1987,13
IT,3,3,1,2,1,1984,13
IT,2,2,1,2,2,1991,13
IT,2,5,1,1,2,1970,19
IT,3,6,1,2,2,1986,13
IT,3,5,1,2,2,1957,18
IT,4,88,3,2,1,1978,11
IT,3,3,2,2,1,2000,14
IT,3,0,1,2,1,1966,13
IT,2,4,1,2,1,1966,14
IT,4,4,2,2,2,1983,17
IT,1,6,1,2,2,1969,18
IT,2,3,1,2,2,1958,13
IT,3,6,1,1,2,1969,11
IT,2,0,2,2,1,1958,11
IT,3,0,1,2,2,1971,8
IT,4,7,2,1,2,2001,14
IT,4,1,2,2,2,1994,13
IT,3,5,2,1,1,1958,8
IT,4,2,3,2,1,1995,15
IT,3,0,2,2,2,1944,11
IT,2,3,1,2,1,1973,14
IT,3,3,1,1,2,1968,13
IT,3,2,1,2,1,1978,8
IT,3,6,1,7,2,1966,12
IT,4,0,1,2,1,1990,8
IT,2,4,1,2,1,1966,13
IT,4,2,2,2,2,1946,77
IT,3,3,3,2,1,2000,15
IT,4,0,2,2,2,7777,77
IT,2,2,3,2,1,2003,14
IT,3,0,1,1,1,1988,14
IT,4,5,1,2,1,2003,13
IT,2,5,1,2,1,1969,8
IT,2,4,1,1,2,1981,13
IT,1,6,1,1,1,1971,11
IT,3,0,1,2,1,1996,17
IT,3,2,2,2,1,1985,8
IT,4,1,1,2,2,1938,77
IT,3,9,2,2,2,1999,13
IT,3,4,1,8,2,1999,21
IT,2,7,2,2,1,1968,24
IT,4,5,2,2,2,1993,16
IT,2,6,1,2,2,1975,11
IT,4,0,2,2,2,1931,4
IT,4,0,2,2,2,1980,13
IT,4,3,1,8,2,1941,6
IT,2,5,1,1,2,1974,15
IT,3,7,7,2,2,1990,13
IT,3,8,1,1,2,1996,13
IT,2,4,1,1,2,1990,12
IT,3,4,1,2,2,1986,8
IT,4,0,2,2,1,1968,8
IT,3,6,1,2,2,1963,77
IT,4,88,2,2,2,1999,16
IT,4,0,1,1,2,1965,14
IT,3,4,1,1,2,1961,13
IT,4,3,1,2,2,1956,13
IT,4,2,1,8,2,1985,13
IT,2,4,1,2,1,1942,14
IT,4,1,2,2,1,1982,15
IT,3,2,1,1,2,1959,19
IT,4,5,1,2,2,1955,8
IT,2,5,1,1,2,1946,10
IT,3,3,2,2,2,1966,9
IT,3,3,1,1,1,1957,13
IT,3,6,1,1,2,1951,5
IT,2,77,1,2,1,1993,13
IT,3,4,1,2,1,1986,13
IT,3,6,1,2,2,1946,5
IT,4,0,2,2,1,1956,8
IT,3,0,2,2,1,1978,16
IT,3,5,1,2,2,1989,18
IT,3,2,1,2,2,1957,13
IT,3,2,1,1,2,1933,3
IT,4,88,2,2,2,1934,5
IT,3,3,2,2,1,1987,10
IT,2,5,1,1,2,1976,18
IT,3,0,1,8,2,1962,15
IT,2,1,2,2,2,1967,13
IT,2,3,1,2,1,7777,13
IT,2,7,1,2,1,1984,88
IT,3,2,1,2,1,1986,13
IT,3,6,1,2,1,1996,11
IT,4,5,2,2,1,1965,8
IT,2,0,8,2,2,7777,12
IT,3,7,1,2,2,1959,8
IT,3,2,2,2,2,1964,10
IT,3,4,1,8,2,1992,16
IT,3,5,7,2,2,1957,13
IT,3,0,1,2,1,1970,20
IT,4,2,1,2,1,1996,16
IT,4,3,1,1,2,1990,8
IT,4,7,2,2,1,1932,3
IT,3,5,1,2,1,7777,13
IT,1,6,1,1,2,1961,11
IT,3,5,1,1,1,1960,11
IT,3,0,2,2,1,1963,8
IT,4,0,1,1,2,1975,16
IT,3,0,1,2,2,1956,13
IT,3,5,1,1,1,1956,9
IT,4,1,1,2,1,1997,8
IT,2,9,2,2,1,1958,13
IT,2,5,1,1,2,1982,13
IT,3,5,2,2,1,1971,12
IT,3,4,1,2,1,1975,9
IT,4,1,2,2,2,1941,5
IT,4,88,3,2,1,2004,8
IT,2,4,1,1,2,1948,8
IT,2,3,1,1,1,1968,13
IT,2,5,1,2,1,1988,12
IT,2,5,1,1,1,1980,18
IT,3,2,1,2,1,1973,18
IT,4,0,2,2,1,1951,11
IT,3,0,1,2,1,1985,12
IT,4,0,2,2,1,1979,11
IT,4,4,1,2,1,1990,13
IT,2,5,1,2,2,1962,8
IT,3,2,1,8,2,1972,8
IT,2,6,1,1,2,1953,13
IT,3,1,1,7,2,1955,8
IT,3,5,1,2,2,7777,77
IT,1,0,1,2,2,1977,12
IT,3,3,1,1,1,1950,11
IT,3,1,1,2,1,1979,13
IT,4,2,2,2,2,1951,5
IT,2,7,1,2,1,1977,17
IT,2,3,1,1,1,1957,14
IT,3,5,1,1,2,1989,13
IT,2,4,2,2,1,1997,13
IT,4,3,2,2,2,2001,11
IT,2,4,1,2,1,1961,19
IT,2,5,1,8,2,1961,17
IT,2,4,1,1,1,1948,8
IT,2,6,1,1,1,1969,13
IT,2,8,1,8,2,1982,12
IT,3,2,1,2,2,1964,8
IT,2,4,1,1,2,1953,13
IT,4,2,2,2,2,1998,8
IT,2,7,1,8,2,1938,6
IT,3,3,1,1,1,1971,21
IT,3,9,1,2,2,1961,13
IT,3,6,1,2,1,1971,77
IT,3,2,1,2,2,1995,20
IT,4,5,1,2,1,1962,8
IT,2,4,1,8,1,1937,17
IT,3,5,1,2,2,1970,13
IT,3,3,2,1,1,2004,88
IT,3,2,1,2,1,1982,8
IT,3,1,1,2,2,1995,14
IT,2,4,1,2,2,1995,17
IT,4,4,2,2,2,1983,13
IT,1,0,1,2,1,1965,11
IT,4,5,2,2,2,1945,5
IT,4,5,1,2,2,1962,6
IT,3,4,1,2,2,1936,13
IT,2,8,1,1,1,1962,8
IT,2,4,1,8,1,1968,14
IT,3,3,2,1,1,1941,5
IT,4,2,1,2,1,1986,13
IT,1,2,1,1,2,1957,20
IT,3,4,1,1,1,1937,11
IT,2,4,1,8,1,2002,13
IT,2,8,1,1,2,1962,13
IT,2,6,1,8,1,1947,13
IT,3,5,1,1,2,1998,16
IT,4,8,3,2,1,1965,8
IT,4,1,2,2,2,1949,8
IT,3,5,1,8,1,1939,5
IT,3,4,3,2,1,1982,13
IT,2,6,1,1,2,1962,13
IT,2,8,1,2,2,1947,18
IT,4,0,1,2,2,1969,8
IT,2,3,1,1,1,1995,10
IT,4,0,2,2,2,1935,5
IT,3,3,1,8,1,1993,17
IT,2,3,1,2,1,1965,17
IT,3,0,1,2,2,1950,8
IT,2,1,1,2,2,1985,20
IT,4,2,2,8,2,1959,13
IT,2,3,1,2,2,1965,13
IT,4,7,1,1,1,1990,11
IT,2,5,1,2,2,7777,13
IT,3,5,1,2,2,1947,8
IT,4,5,1,2,2,1954,13
IT,3,2,7,2,2,1956,13
IT,3,3,1,2,1,1981,13
IT,3,2,1,1,2,1971,14
IT,4,0,2,2,2,1976,15
IT,2,7,3,2,2,2002,14
IT,3,6,2,2,1,1960,18
IT,2,5,3,1,1,2003,15
IT,2,2,8,2,1,1961,14
IT,4,1,1,2,1,1988,18
IT,2,7,1,1,2,1952,17
IT,2,2,3,2,1,1977,16
IT,3,4,2,2,1,1980,12
IT,2,6,1,2,1,1958,13
IT,3,0,1,2,2,1996,18
IT,3,2,2,2,1,1997,13
IT,1,8,1,1,2,1975,11
IT,4,3,1,2,2,1957,8
IT,4,0,1,2,1,1966,11
IT,4,4,1,2,1,1974,13
IT,4,0,1,2,2,1978,13
IT,4,5,1,2,2,1990,18
IT,3,1,1,1,1,2000,15
IT,4,88,2,2,2,1967,13
IT,3,3,1,1,2,1972,16
IT,2,4,1,2,1,1985,13
IT,4,1,1,2,1,1945,5
IT,3,5,1,1,2,1950,8
IT,4,0,1,2,2,1970,16
IT,2,3,1,1,1,1952,9
IT,2,4,1,1,1,1961,11
IT,4,3,3,2,2,2004,11
IT,3,5,1,2,1,1984,12
IT,3,7,1,2,1,1942,5
IT,2,5,1,1,1,1977,13
IT,3,4,1,2,1,1953,14
IT,3,2,1,2,2,1960,13
IT,4,7,2,2,2,1950,5
IT,4,4,1,2,1,1990,13
IT,3,7,1,2,2,1965,8
IT,3,2,1,2,2,1964,13
IT,3,7,1,2,2,1967,88
IT,4,4,1,2,2,1994,18
IT,4,0,1,2,2,1985,13
IT,4,0,1,2,1,1956,7
IT,3,7,1,1,2,1946,16
IT,3,4,1,1,2,1986,13
IT,2,7,1,1,1,1954,19
IT,3,6,1,2,1,1974,8
IT,3,2,1,2,1,1968,8
IT,4,3,2,2,1,1998,15
IT,3,4,1,2,2,1948,13
IT,2,6,1,1,1,1973,14
IT,3,0,8,2,1,1948,8
IT,4,3,2,2,2,1942,15
IT,4,0,1,2,1,1951,5
IT,3,6,1,2,1,1944,8
IT,2,2,2,1,1,1964,17
IT,3,2,2,2,1,1955,8
IT,4,1,2,2,2,1996,14
IT,3,5,3,2,1,2001,13
IT,3,1,2,2,1,1953,9
IT,2,5,1,1,2,1966,13
IT,3,6,1,2,2,1993,13
IT,2,1,1,1,1,1993,13
IT,3,8,1,1,1,1977,13
IT,4,1,1,2,1,1948,8
IT,2,5,1,8,1,1947,10
IT,3,2,1,2,2,1957,13
IT,2,4,1,1,1,1988,13
IT,4,1,2,2,2,1944,8
IT,4,2,1,2,2,1966,18
IT,2,1,1,2,1,1940,19
IT,4,6,2,2,1,1967,10
IT,4,2,2,2,2,1932,5
IT,2,1,1,1,2,1956,16
IT,2,3,1,2,2,1953,24
IT,4,0,1,2,1,1965,16
IT,2,4,1,1,2,1980,16
IT,4,1,1,2,1,1966,8
IT,3,6,2,2,1,1990,12
IT,3,1,2,2,2,1933,88
IT,4,0,1,2,2,1944,8
IT,3,0,1,2,1,1975,16
IT,3,6,2,2,2,1945,88
IT,3,3,1,2,2,1979,11
IT,4,88,2,8,2,1979,5
IT,3,4,1,1,2,1981,11
IT,1,1,2,2,1,1996,18
IT,3,0,2,2,2,1957,8
IT,4,0,2,2,2,1964,8
IT,3,6,3,2,1,2004,12
IT,4,0,1,2,2,1987,8
IT,2,2,1,8,2,1997,13
IT,3,0,1,1,2,1957,16
IT,3,5,2,2,2,1944,8
IT,3,2,1,7,1,1947,15
IT,4,1,1,2,2,1951,10
IT,3,0,3,2,2,2005,10
IT,3,5,2,2,1,2003,13
IT,2,4,3,2,1,2002,13
IT,2,0,1,1,1,1963,16
IT,2,0,1,1,1,1981,16
IT,2,6,1,1,1,1968,12
IT,2,3,1,2,2,1957,13
IT,2,2,1,2,1,1972,14
IT,3,4,1,2,2,1998,17
IT,3,4,1,2,1,1957,11
IT,2,6,1,2,1,1963,23
IT,4,5,3,2,2,2004,11
IT,3,0,1,1,2,1987,15
IT,2,1,1,1,2,1973,18
IT,4,1,2,2,1,1996,10
IT,2,0,1,1,2,1964,11
IT,2,6,1,1,2,1991,88
IT,3,0,1,2,2,1974,23
IT,3,5,1,2,1,1942,15
IT,3,4,1,1,2,2003,88
IT,4,4,2,2,2,1939,4
IT,3,1,2,2,2,1965,8
IT,4,5,3,2,1,2002,11
IT,2,2,1,1,2,2003,15
IT,3,5,1,2,2,1971,13
IT,2,4,1,1,2,1996,13
IT,2,3,3,1,1,1989,12
IT,4,6,3,2,1,2003,10
IT,4,2,2,2,1,1993,10
IT,3,4,1,1,2,1958,6
IT,2,5,1,1,1,1953,12
IT,4,0,2,2,1,1950,8
IT,4,0,2,2,1,1942,5
IT,2,2,1,8,1,1965,8
IT,2,6,1,2,2,1956,8
IT,3,0,1,2,1,1989,20
IT,2,3,3,2,2,2001,13
IT,3,2,1,2,2,1943,8
IT,2,2,1,1,2,1991,13
IT,3,3,1,2,2,1960,8
IT,3,3,1,2,1,1993,18
IT,4,5,2,2,1,2004,11
IT,4,4,2,2,2,1970,14
IT,3,5,3,2,2,1969,17
IT,3,4,1,2,2,1960,14
IT,3,6,1,1,1,1989,13
IT,4,0,1,2,2,1951,8
IT,2,4,1,2,1,1966,12
IT,4,1,2,1,1,1948,5
IT,4,2,2,2,2,1969,12
IT,4,4,3,2,2,2004,11
IT,1,4,1,2,1,1983,19
IT,3,2,1,2,2,1990,22
IT,3,6,1,2,1,1947,8
IT,4,6,2,2,2,1994,10
IT,4,2,3,2,1,2005,12
IT,2,4,2,2,1,1996,18
IT,3,5,2,2,1,2000,11
IT,4,3,1,2,1,1981,77
IT,2,0,1,2,1,1963,13
IT,3,6,1,2,2,1969,8
IT,2,4,3,2,1,1991,88
IT,1,0,1,1,2,1963,20
IT,3,3,1,2,1,1963,13
IT,4,4,1,2,2,1950,8
IT,3,6,2,2,2,2006,10
IT,4,3,1,2,1,1945,5
IT,2,6,1,2,2,1998,17
IT,3,5,1,2,1,1998,18
IT,3,5,1,2,2,1968,13
IT,2,7,1,1,1,1944,5
IT,4,88,7,2,2,1995,13
IT,4,0,1,2,2,1954,5
IT,4,5,1,2,1,1984,17
IT,4,4,1,2,2,1967,11
IT,3,0,1,2,1,1970,13
IT,3,4,1,2,2,1963,13
IT,3,4,1,2,1,1954,11
IT,3,2,2,2,1,1983,13
IT,3,0,2,2,1,1960,15
IT,4,4,2,2,1,1995,14
IT,2,4,1,1,2,1970,13
IT,3,7,2,2,1,1989,10
IT,3,5,1,2,1,1954,13
IT,4,5,1,8,2,1952,4
IT,2,6,1,1,2,1948,88
IT,3,8,1,2,1,1944,8
IT,3,4,1,2,2,1964,13
IT,3,0,3,1,1,1962,10
IT,4,3,1,2,2,1980,13
IT,4,5,1,2,2,1952,8
IT,3,1,1,2,1,1970,13
IT,2,6,1,1,1,1968,18
IT,4,6,1,8,2,1945,7
IT,2,5,1,2,2,1952,13
IT,3,1,1,1,2,1960,8
IT,3,6,1,2,1,1962,8
IT,4,6,1,1,2,1956,14
IT,3,0,8,1,2,1951,12
IT,2,4,1,1,1,1937,5
IT,2,6,1,1,2,1972,13
IT,3,6,1,2,2,1947,18
IT,3,1,1,2,1,1982,13
IT,4,0,1,2,1,1978,13
IT,4,4,1,2,2,1971,12
IT,3,4,2,2,2,1935,8
IT,2,3,1,2,2,1990,24
IT,3,2,3,2,2,2001,12
IT,2,8,1,1,1,1951,18
IT,3,5,1,2,2,1960,8
IT,3,5,1,2,1,7777,77
IT,2,4,1,2,2,1952,5
IT,2,6,2,2,1,1967,18
IT,4,3,2,2,2,1966,13
IT,2,6,3,2,2,2000,13
IT,3,0,1,2,1,1981,18
IT,3,3,1,2,2,1956,11
IT,2,5,1,1,2,1972,13
IT,4,1,1,2,2,1976,19
IT,1,0,1,1,2,1989,15
IT,4,2,3,2,1,1986,8
IT,2,2,2,2,2,1947,10
IT,4,0,7,2,1,1956,14
IT,3,0,1,2,2,1975,11
IT,3,0,1,1,2,1967,13
IT,4,77,1,2,1,1961,8
IT,2,4,1,2,1,1977,13
IT,3,8,3,2,1,2002,15
IT,2,4,1,2,1,1948,11
IT,3,1,3,2,1,2001,11
IT,3,3,2,8,2,2000,9
IT,2,2,1,2,1,1996,8
IT,2,3,1,2,1,1998,17
IT,2,3,1,1,2,1974,10
IT,3,3,1,1,2,1997,23
IT,3,0,1,1,1,1952,13
IT,2,6,1,1,2,1979,15
IT,4,1,1,2,1,1963,8
IT,2,0,1,2,1,1937,5
IT,2,2,1,1,1,1944,13
IT,4,6,2,2,2,1972,13
IT,4,0,1,1,2,1972,8
IT,4,5,1,2,1,1953,8
IT,2,5,1,1,1,1988,12
IT,4,6,2,2,2,1952,19
IT,2,7,1,1,2,1963,27
IT,2,0,1,2,1,1999,19
IT,4,1,1,2,2,1949,5
IT,3,6,1,2,2,1965,13
IT,3,5,1,1,1,1989,13
IT,3,4,1,1,2,1940,10
IT,1,7,1,1,1,1969,15
IT,3,3,1,2,1,1994,20
IT,3,5,3,2,2,1968,10
IT,4,2,2,2,2,1996,8
IT,4,0,1,2,1,1991,13
IT,3,1,1,2,1,1966,13
IT,3,2,3,2,1,2000,12
IT,4,0,1,2,1,1975,13
IT,2,5,1,1,1,1963,18
IT,3,5,2,2,1,1991,10
IT,4,2,1,2,2,1985,18
IT,2,3,1,2,2,1972,13
IT,1,7,1,1,1,1942,5
IT,3,4,1,1,1,1942,5
IT,2,5,1,2,1,7777,13
IT,2,7,1,2,1,1966,13
IT,3,2,1,1,2,1963,16
IT,3,8,1,1,2,1959,18
IT,3,0,2,2,1,1947,21
IT,4,0,1,7,1,1942,77
IT,2,3,1,2,1,1995,13
IT,4,1,1,2,1,1948,88
IT,4,1,1,2,1,1972,13
IT,4,6,3,2,2,2000,11
IT,3,3,1,1,1,1970,14
IT,4,2,2,2,2,1952,9
IT,3,0,1,2,1,1974,13
IT,2,5,1,1,2,1948,11
IT,4,4,1,2,2,1979,13
IT,4,6,3,2,2,1982,11
IT,3,5,1,1,1,1961,12
IT,3,7,3,2,1,2005,13
IT,4,6,7,1,1,1964,12
IT,2,5,1,1,1,1951,5
IT,3,3,2,2,1,1994,13
IT,4,5,2,2,2,1965,13
IT,2,6,1,1,2,1981,19
IT,4,0,1,1,2,1952,10
IT,1,1,1,1,2,1963,15
IT,3,4,2,2,2,1964,13
IT,3,1,2,2,2,1997,18
IT,3,3,2,2,1,1977,13
IT,4,6,1,2,2,1996,15
IT,4,4,2,2,1,1962,8
IT,3,5,1,1,2,1986,13
IT,4,0,1,2,1,1974,21
IT,2,6,1,1,2,1958,15
IT,4,88,3,2,1,1981,5
IT,4,1,2,2,1,1951,13
IT,4,3,2,2,1,2003,13
IT,2,2,2,2,2,1981,8
IT,3,4,2,2,1,1999,13
IT,1,3,1,1,2,1955,17
IT,2,5,1,8,1,1951,13
IT,3,6,1,2,1,2004,18
IT,3,5,1,2,1,1965,18
IT,1,6,1,1,2,1976,21
IT,4,2,1,2,2,1966,12
IT,3,1,1,1,1,1954,6
IT,1,5,2,2,1,1973,18
IT,4,4,2,2,2,1990,10
IT,4,0,2,2,2,1963,88
IT,4,1,1,2,2,1949,5
IT,3,0,1,2,2,1979,13
IT,2,7,1,1,1,1974,16
IT,2,1,3,2,2,2002,16
IT,3,1,2,2,1,1989,16
IT,4,7,3,2,2,2005,11
IT,3,2,1,2,2,1958,5
IT,3,2,1,2,1,1956,12
IT,1,3,1,1,1,1951,18
IT,4,0,2,2,2,1951,14
IT,3,0,8,2,1,1977,10
IT,3,5,1,2,1,1944,14
IT,3,0,2,2,2,1963,9
IT,3,5,1,2,2,1989,13
IT,4,4,1,2,1,1985,8
IT,3,5,1,2,2,1968,26
IT,2,6,1,1,2,1986,16
IT,3,2,1,2,1,1952,13
IT,2,2,1,2,2,1995,24
IT,3,1,3,2,1,2000,13
IT,4,2,1,2,2,1981,13
IT,2,4,1,1,2,1965,20
IT,4,2,3,2,2,1986,8
IT,3,10,1,2,2,1961,8
IT,3,3,3,1,2,2004,12
IT,4,2,1,2,1,1940,6
IT,3,7,1,1,1,1960,13
IT,2,6,1,1,2,1972,22
IT,1,7,1,1,1,1972,8
IT,3,4,1,2,1,1942,8
IT,3,6,1,1,2,1973,18
IT,3,1,1,1,1,1965,10
IT,3,1,2,2,1,1972,5
IT,4,8,2,2,2,7777,12
IT,3,6,1,2,1,1960,12
IT,4,1,1,2,2,1998,14
IT,3,2,1,1,2,2000,16
IT,2,5,1,1,1,1966,15
IT,2,3,1,2,1,1950,13
IT,3,1,1,2,1,1950,10
IT,4,0,1,1,2,7777,5
IT,3,2,1,1,2,1960,13
IT,1,6,1,1,2,1976,13
IT,3,5,1,2,1,1973,25
IT,4,2,2,7,1,1965,8
IT,1,2,1,1,1,1993,18
IT,1,5,1,1,2,1966,21
IT,3,1,1,2,2,1974,13
IT,3,6,1,1,2,1997,13
IT,2,2,1,1,2,1952,88
IT,3,5,1,2,2,1997,16
IT,3,3,2,2,1,1984,13
IT,2,6,1,8,1,1964,19
IT,2,5,1,1,1,1939,8
IT,4,1,2,2,1,1945,5
IT,3,4,1,2,2,1946,5
IT,2,3,1,1,1,1969,14
IT,2,4,1,1,1,1952,5
IT,2,3,2,1,1,1979,13
IT,4,0,1,2,2,1979,8
IT,4,4,1,2,1,1968,8
IT,3,5,2,1,1,1975,15
IT,4,4,2,2,1,1956,6
IT,3,0,8,2,1,1949,8
IT,3,2,1,2,2,1991,13
IT,3,0,1,1,1,1945,5
IT,3,6,2,2,1,2004,14
IT,4,0,2,2,2,1965,16
IT,3,4,1,2,2,1963,11
IT,4,5,1,2,2,1977,13
IT,4,3,1,2,1,7777,12
IT,3,4,2,2,1,2000,13
IT,3,6,1,2,1,1965,18
IT,4,0,1,1,1,1961,13
IT,3,5,1,1,2,1985,13
IT,2,0,1,2,1,1960,11
IT,3,9,1,2,2,1974,13
IT,4,0,2,2,1,1949,14
IT,2,2,1,1,1,1992,19
IT,2,0,1,2,1,1964,18
IT,4,0,2,2,2,1998,13
IT,3,4,1,2,2,1969,13
IT,2,0,1,2,1,1981,13
IT,4,5,3,2,2,2000,14
IT,3,4,1,2,2,1949,8
IT,3,1,3,2,2,2002,13
IT,3,1,1,2,2,1982,8
IT,2,2,1,2,1,1965,18
IT,3,2,1,1,2,1957,13
IT,2,5,1,2,1,1948,77
IT,3,7,1,7,1,1978,19
IT,4,5,1,2,2,1952,5
IT,4,0,2,2,2,1939,13
IT,2,3,2,2,1,1952,5
IT,2,5,1,2,1,1990,12
IT,2,6,1,2,1,1966,13
IT,1,5,1,7,1,1966,8
IT,4,0,1,1,1,1948,7
IT,3,3,1,2,1,1993,18
IT,4,2,2,2,1,1985,16
IT,4,1,1,2,2,1948,5
IT,3,3,1,1,1,1974,9
IT,2,4,1,2,1,1979,19
IT,2,2,1,1,2,1987,21
IT,3,2,1,1,1,1952,13
IT,4,0,1,2,2,1995,13
IT,2,4,2,2,1,1995,13
IT,2,10,1,1,2,1996,15
